timestamp,user_id,ip_address,endpoint,method,status_code,response_time_ms,bytes_sent,user_agent
01-01-2024 03:14,user_0077,192.168.111.120,/api/products/details,GET,200,233,7342,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 03:17,user_1059,192.168.239.222,/api/dashboard,PUT,400,399.01,406,python-requests/2.31.0
01-01-2024 03:33,user_1544,192.168.170.83,/api/orders/history,POST,200,243.16,3831,python-requests/2.31.0
01-01-2024 03:40,user_0006,172.16.25.110,/api/users/profile,GET,200,,2660,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 03:54,user_0328,10.0.32.163,/metrics,GET,200,172.59,7203,python-requests/2.31.0
01-01-2024 03:56,user_0066,192.168.165.155,/api/logout,GET,200,394.25,1043,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 04:02,user_0074,192.168.61.204,/api/checkout,POST,400,407.42,958,python-requests/2.31.0
01-01-2024 04:14,user_1070,192.168.102.210,/api/checkout,POST,200,635.82,7833,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 04:16,user_1121,192.168.97.76,/api/products/details,GET,200,262.92,2429,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 04:23,user_1359,192.168.180.77,/static/js/app.js,GET,201,14.83,179645,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 04:25,user_0943,10.0.25.234,/api/logout,PATCH,404,133.86,419,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 04:50,user_0801,192.168.141.143,/static/images/logo.png,GET,200,14.38,438128,python-requests/2.31.0
01-01-2024 05:19,user_0020,192.168.170.83,/api/login,POST,200,88.5,1879,PostmanRuntime/7.36.0
01-01-2024 05:21,user_0010,192.168.223.212,/health,GET,200,1150.06,1411,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 05:27,user_1707,192.168.30.157,/api/cart/add,PATCH,400,247.5,1404,python-requests/2.31.0
01-01-2024 05:28,user_0274,172.16.3.248,/api/products/search,GET,200,1021.13,6082,python-requests/2.31.0
01-01-2024 05:39,user_0087,192.168.134.42,/api/orders/history,POST,400,480.85,522,python-requests/2.31.0
01-01-2024 05:50,user_0926,192.168.166.216,/health,GET,200,216.64,941,python-requests/2.31.0
01-01-2024 05:51,user_0061,192.168.168.72,/api/products/search,GET,200,851.65,1723,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 05:57,user_1446,192.168.126.58,/api/login,POST,201,262.59,3432,python-requests/2.31.0
01-01-2024 06:00,user_0216,192.168.91.78,/metrics,GET,200,204.39,1159,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 06:02,user_0262,172.16.6.81,/api/orders/history,POST,200,71.84,935,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 06:09,user_0060,192.168.26.244,/api/users/profile,GET,200,187.03,1014,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 06:09,user_0078,192.168.243.243,/api/cart/remove,DELETE,400,297.14,420,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 06:20,user_0026,192.168.12.169,/api/products/details,GET,204,354.97,3917,PostmanRuntime/7.36.0
01-01-2024 06:20,user_0026,192.168.12.169,/api/products/details,GET,204,354.97,3917,PostmanRuntime/7.36.0
01-01-2024 06:22,user_1132,192.168.65.11,/api/products/search,GET,500,5755.2,1493,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 06:27,user_0061,10.0.214.151,/api/products/search,PUT,200,976.39,4417,python-requests/2.31.0
01-01-2024 06:37,user_0017,192.168.221.246,/api/settings,GET,200,320.46,3279,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 06:54,user_0862,192.168.122.45,/metrics,GET,200,66.23,5763,PostmanRuntime/7.36.0
01-01-2024 07:05,user_1165,192.168.0.154,/static/images/logo.png,GET,401,338.65,186242,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 07:09,user_1526,192.168.81.179,/api/logout,POST,200,385.08,1922,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 07:12,,172.16.20.44,/api/cart/remove,DELETE,200,196.7,3804,python-requests/2.31.0
01-01-2024 07:39,user_0424,192.168.127.171,/api/products/search,GET,200,730.41,7338,PostmanRuntime/7.36.0
01-01-2024 07:53,user_0911,192.168.185.148,/api/products/details,GET,200,375.05,3041,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 07:56,user_1770,10.0.168.219,/api/users/profile,GET,200,79.73,5055,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 08:04,user_0121,192.168.194.174,/static/js/app.js,GET,200,35.78,501183,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 08:05,user_0090,192.168.143.226,/api/orders/history,GET,200,264.25,6217,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 08:35,user_0080,192.168.101.109,/api/dashboard,PUT,200,250.13,6514,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 08:53,user_0248,10.0.147.59,/api/login,POST,201,343.91,5744,PostmanRuntime/7.36.0
01-01-2024 09:02,user_1148,192.168.144.252,/api/dashboard,GET,201,181.45,2076,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:05,user_0085,192.168.12.169,/api/checkout,POST,200,419.57,886,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:08,user_1215,192.168.13.238,/api/cart/add,GET,400,461.75,1242,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:09,user_1755,10.0.74.99,/api/payment/process,POST,500,6627.78,290,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:12,user_1214,192.168.230.177,/static/css/main.css,GET,502,7073.34,232223,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:14,user_1265,192.168.205.232,/api/checkout,POST,200,554.8,4065,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:15,user_0895,10.0.151.84,/health,GET,200,378.3,5165,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 09:15,user_1554,192.168.23.250,/api/users/profile,GET,200,100.59,6823,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 09:19,user_1404,10.0.62.243,/static/js/app.js,GET,200,25.24,429414,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:21,user_0710,10.0.122.147,/static/js/app.js,GET,200,20.62,262630,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:25,user_0252,192.168.124.27,/metrics,GET,200,201.43,536,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 09:27,user_0208,172.16.13.78,/static/js/app.js,GET,200,12.45,255322,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:28,user_0685,10.0.32.122,/api/login,POST,201,112.13,1130,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:29,user_0497,192.168.214.57,/api/payment/process,POST,200,677.85,1820,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 09:33,user_0082,10.0.113.166,/api/logout,POST,200,204.08,1463,python-requests/2.31.0
01-01-2024 09:44,user_0010,192.168.148.253,/metrics,GET,200,137.47,5547,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 09:45,user_0684,10.0.146.199,/health,GET,200,272.89,6474,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 09:46,user_0050,10.0.247.89,/api/cart/add,GET,404,295.06,1409,python-requests/2.31.0
01-01-2024 09:46,user_0094,172.16.19.91,/api/settings,POST,200,206.72,749,python-requests/2.31.0
01-01-2024 09:48,user_0087,172.16.5.83,/static/js/app.js,GET,400,181.86,199016,python-requests/2.31.0
01-01-2024 09:49,user_1454,192.168.81.202,/static/images/logo.png,GET,200,71.4,219149,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 09:51,user_1380,192.168.155.22,/static/css/main.css,GET,204,51.84,7849,python-requests/2.31.0
01-01-2024 09:52,user_0006,192.168.140.63,/api/payment/process,POST,200,825.42,4023,PostmanRuntime/7.36.0
01-01-2024 09:52,user_0484,192.168.231.31,/api/users/profile,POST,200,318.08,5891,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 09:55,user_1144,192.168.26.244,/health,GET,200,196.72,4822,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 10:00,user_1865,172.16.8.71,/static/js/app.js,GET,200,71.23,112650,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 10:01,user_0533,192.168.5.175,/static/js/app.js,GET,201,12.02,387352,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 10:02,user_1962,192.168.9.29,/api/users/profile,GET,200,239.83,7485,PostmanRuntime/7.36.0
01-01-2024 10:13,user_0228,10.0.195.99,/api/orders/history,GET,200,207.52,2212,PostmanRuntime/7.36.0
01-01-2024 10:14,user_1077,192.168.195.153,/api/logout,POST,404,417.75,1439,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 10:15,,10.0.152.215,/api/users/profile,GET,200,393.2,7695,PostmanRuntime/7.36.0
01-01-2024 10:20,user_1784,10.0.242.181,/static/js/app.js,GET,201,34.35,373456,PostmanRuntime/7.36.0
01-01-2024 10:24,user_0533,192.168.121.222,/api/cart/add,GET,200,249.08,4717,python-requests/2.31.0
01-01-2024 10:28,user_0717,172.16.25.110,/api/cart/remove,DELETE,204,264.93,1376,python-requests/2.31.0
01-01-2024 10:29,user_0213,192.168.64.122,/api/payment/process,POST,200,732.73,574,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 10:29,user_0213,192.168.64.122,/api/payment/process,POST,200,732.73,574,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 10:34,user_1470,192.168.122.71,/api/users/profile,GET,200,161.94,6614,python-requests/2.31.0
01-01-2024 10:39,user_0381,192.168.23.250,/health,GET,200,238.86,7923,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 10:41,user_0089,192.168.116.198,/api/checkout,POST,200,777.68,3273,PostmanRuntime/7.36.0
01-01-2024 10:42,user_1190,192.168.191.113,/metrics,GET,200,154.74,8081,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 10:46,user_1826,192.168.242.63,/api/cart/add,PATCH,200,281.86,5611,python-requests/2.31.0
01-01-2024 10:50,user_0760,192.168.208.126,/metrics,GET,200,95.36,7106,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 10:54,user_1866,192.168.193.21,/api/checkout,POST,200,448.63,5909,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 11:02,user_0917,192.168.174.29,/api/users/profile,GET,200,290.36,1731,PostmanRuntime/7.36.0
01-01-2024 11:03,user_0274,192.168.89.158,/api/dashboard,GET,200,99.26,2671,python-requests/2.31.0
01-01-2024 11:14,,192.168.41.218,/api/checkout,POST,200,324.85,5497,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 11:14,user_1142,192.168.185.163,/metrics,GET,200,176.77,2239,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 11:17,user_1748,10.0.27.49,/api/users/profile,GET,200,265.15,8019,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 11:28,user_0890,192.168.240.75,/api/orders/history,GET,200,266.34,1875,PostmanRuntime/7.36.0
01-01-2024 11:34,user_0010,10.0.4.145,/api/cart/add,GET,200,233.48,7434,PostmanRuntime/7.36.0
01-01-2024 11:36,user_0950,192.168.158.58,/static/images/logo.png,GET,200,51.01,12415,python-requests/2.31.0
01-01-2024 11:40,user_1374,192.168.72.19,/api/dashboard,POST,200,308.24,1491,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 11:42,user_1291,10.0.35.61,/api/logout,POST,200,172.31,3124,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 11:44,user_0523,10.0.195.211,/api/products/details,GET,200,191,5192,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 11:49,user_0082,10.0.250.158,/api/logout,GET,200,201.31,3830,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 12:00,user_0026,192.168.174.4,/api/users/profile,GET,200,364.38,500,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 12:00,user_1041,10.0.180.57,/metrics,GET,404,272.36,874,PostmanRuntime/7.36.0
01-01-2024 12:01,user_0031,10.0.225.9,/api/orders/history,GET,200,375.13,7990,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 12:01,user_0071,192.168.64.33,/api/checkout,POST,200,476.67,1893,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 12:07,user_1472,192.168.237.13,/static/images/logo.png,GET,200,34.35,111838,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 12:11,user_0334,192.168.219.230,/api/products/details,GET,200,281.67,926,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 12:17,user_0056,192.168.102.183,/api/login,POST,200,339.04,517,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 12:19,,192.168.171.24,/api/cart/remove,DELETE,200,320.9,8002,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 12:23,user_1699,172.16.17.147,/api/cart/remove,DELETE,200,150.85,1724,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 12:33,user_0386,192.168.147.113,/api/products/details,GET,200,386.55,8107,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 12:36,user_1575,192.168.22.182,/api/cart/add,GET,200,91.48,2746,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 12:39,,172.16.1.156,/api/cart/add,GET,404,149.39,1244,PostmanRuntime/7.36.0
01-01-2024 12:39,user_0095,10.0.38.37,/static/js/app.js,GET,201,65.85,95550,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 12:40,user_1142,192.168.62.117,/api/products/search,POST,200,827.54,6342,PostmanRuntime/7.36.0
01-01-2024 12:42,user_0098,10.0.129.83,/api/checkout,POST,200,1120.88,6797,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 12:46,user_1714,192.168.251.27,/api/products/details,GET,200,101.14,3188,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 12:46,user_1235,192.168.53.241,/api/dashboard,GET,200,73.58,7195,python-requests/2.31.0
01-01-2024 12:51,user_0095,192.168.142.208,/static/images/logo.png,GET,200,45.87,131543,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 12:54,user_1711,192.168.242.204,/api/login,POST,200,342.91,6726,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 12:59,user_1483,192.168.133.46,/api/payment/process,POST,200,633.33,1350,PostmanRuntime/7.36.0
01-01-2024 13:11,user_0044,192.168.178.105,/health,GET,200,245.27,3888,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 13:15,user_0059,192.168.206.187,/api/cart/remove,DELETE,200,288.12,1982,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 13:16,user_1700,192.168.77.60,/api/checkout,POST,200,325.25,675,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 13:23,user_0834,192.168.135.102,/api/products/details,GET,200,399.36,3676,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 13:23,user_0834,192.168.135.102,/api/products/details,GET,200,399.36,3676,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 13:27,user_0555,10.0.147.59,/api/checkout,POST,200,622.71,2314,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 13:27,user_0446,192.168.95.18,/health,GET,200,270.34,2643,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 13:31,user_0510,10.0.4.145,/api/orders/history,GET,201,310.32,4214,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 13:33,user_0012,192.168.160.62,/api/cart/add,POST,200,177.49,924,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 13:34,user_0052,10.0.128.205,/static/js/app.js,GET,200,54.35,383509,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 13:48,user_0025,192.168.38.114,/api/dashboard,GET,200,324.31,784,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 13:54,user_1592,192.168.63.120,/static/images/logo.png,GET,401,210.01,464110,PostmanRuntime/7.36.0
01-01-2024 13:57,user_1338,172.16.14.106,/api/login,POST,200,376.51,2682,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 14:06,user_0503,10.0.183.148,/static/js/app.js,GET,200,15.93,169022,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:12,user_0823,192.168.232.74,/static/css/main.css,GET,200,72.5,389095,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 14:16,user_0242,192.168.118.31,/api/dashboard,POST,200,,7380,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 14:17,user_0015,192.168.38.242,/api/orders/history,POST,400,317.67,1012,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 14:17,user_1853,172.16.7.219,/health,GET,200,183.01,6004,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 14:18,user_0965,192.168.72.19,/health,GET,200,266.14,3657,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:20,user_1925,172.16.27.125,/api/cart/remove,DELETE,200,246.73,8018,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:25,user_0525,192.168.107.184,/api/products/details,GET,201,166.09,3333,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 14:27,user_1032,192.168.237.146,/api/logout,GET,200,242.6,927,PostmanRuntime/7.36.0
01-01-2024 14:29,user_0428,192.168.166.47,/api/checkout,POST,200,565.32,3136,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:33,user_1518,192.168.144.180,/api/payment/process,POST,200,341.19,2535,python-requests/2.31.0
01-01-2024 14:37,user_0457,172.16.20.199,/api/orders/history,GET,200,234.25,1362,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 14:46,user_0667,192.168.111.60,/api/settings,GET,204,187.49,4689,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:55,user_0442,192.168.64.71,/api/dashboard,GET,200,249.21,3758,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:55,user_0545,10.0.233.4,/health,GET,200,311.73,1942,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 14:56,user_0014,192.168.80.117,/api/dashboard,GET,201,169.63,1818,PostmanRuntime/7.36.0
01-01-2024 14:59,user_0980,10.0.10.13,/api/logout,GET,200,348.73,6086,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 15:03,user_1799,192.168.40.219,/health,GET,403,418.96,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:05,user_1251,192.168.30.43,/api/login,POST,400,240.65,379,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:05,user_0067,192.168.29.149,/api/cart/add,GET,200,162.45,2057,PostmanRuntime/7.36.0
01-01-2024 15:11,user_1396,10.0.203.248,/api/settings,POST,200,269.7,2762,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 15:18,user_0049,192.168.137.83,/static/js/app.js,GET,200,17.72,232556,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 15:19,user_1776,192.168.64.71,/static/css/main.css,GET,400,464.72,317393,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 15:25,user_0072,172.16.29.103,/api/cart/remove,DELETE,200,367.4,2124,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:28,user_0004,192.168.135.10,/api/dashboard,GET,204,54.2,2132,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 15:33,user_0071,172.16.25.18,/api/cart/add,PUT,200,205.49,8125,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:34,user_0035,192.168.194.87,/api/users/profile,DELETE,400,201.08,909,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 15:39,user_1107,192.168.9.192,/api/login,POST,200,103.04,5481,PostmanRuntime/7.36.0
01-01-2024 15:39,user_1062,192.168.181.205,/api/cart/remove,DELETE,204,102.61,4653,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 15:43,,10.0.195.99,/api/dashboard,PUT,200,334.67,3142,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:46,user_0070,192.168.140.63,/api/orders/history,GET,200,85.9,3902,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 15:52,user_0082,192.168.230.177,/static/images/logo.png,GET,200,18.29,439762,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 15:58,user_0307,172.16.19.118,/api/products/search,PATCH,200,401.69,6063,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
01-01-2024 15:59,user_0068,192.168.64.122,/api/orders/history,PUT,404,233.43,521,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 16:01,user_1277,192.168.10.151,/static/js/app.js,GET,200,77.67,148170,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 16:03,user_0077,192.168.58.200,/static/js/app.js,GET,404,222.8,134670,Mozilla/5.0 (iPad; CPU OS 17_0 like Mac OS X) Safari/604.1
01-01-2024 16:06,user_1581,192.168.98.81,/api/payment/process,POST,200,544.99,7140,python-requests/2.31.0
01-01-2024 16:06,user_0096,192.168.89.121,/api/cart/remove,DELETE,200,109.77,4978,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
01-01-2024 16:07,user_1719,192.168.214.57,/api/orders/history,GET,200,123.34,6398,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
01-01-2024 16:07,user_0926,192.168.119.222,/api/login,POST,200,130.99,4307,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0
01-01-2024 16:13,user_0020,10.0.154.51,/static/js/app.js,GET,201,77.47,451804,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Mobile/15E148
